ans,label
"205.53903,198.73238","263.5,280.0"
"215.6597,199.01274","263.5,280.0"
"226.70248,210.10762","263.5,280.0"
"205.53903,198.73238","263.5,280.0"
"205.53903,198.73238","263.5,280.0"
"124.158325,109.819534","263.5,280.0"
"205.5391,198.73238","263.5,280.0"
"205.53903,198.73238","263.5,280.0"
"54.47986,34.576656","263.5,280.0"
"157.03847,130.90233","263.5,280.0"
"257.07086,238.12257","263.5,280.0"
"159.82419,130.60461","263.5,280.0"
"158.69711,132.20515","263.5,280.0"
"265.9,248.0708","263.5,280.0"
"243.12503,222.71907","263.5,280.0"
"250.0864,230.26942","263.5,280.0"
"231.96579,212.70746","263.5,280.0"
"243.12503,222.71907","263.5,280.0"
"243.12503,222.71907","263.5,280.0"
"-36.224617,-100.80395","263.5,280.0"
"231.96579,212.70746","263.5,280.0"
"250.0864,230.26942","263.5,280.0"
"257.07086,238.12257","263.5,280.0"
"250.0864,230.26942","263.5,280.0"
"162.64145,154.84854","263.5,280.0"
"257.07086,238.12257","263.5,280.0"
"243.12503,222.71907","263.5,280.0"
"158.69711,132.20515","263.5,280.0"
"264.34518,-179.41658","263.5,280.0"
"217.90277,189.76001","263.5,280.0"
"174.59058,163.98412","263.5,280.0"
"136.50383,144.85948","263.5,280.0"
"144.2873,138.4382","263.5,280.0"
"174.59058,163.98412","263.5,280.0"
"196.86554,178.40373","263.5,280.0"
"196.86554,178.40373","263.5,280.0"
"187.57532,161.64244","263.5,280.0"
"213.07745,175.0611","263.5,280.0"
"255.75543,190.23149","263.5,280.0"
"117.06221,114.89283","263.5,280.0"
"174.59058,163.98412","263.5,280.0"
"196.86554,178.40373","263.5,280.0"
"232.1254,192.93474","263.5,280.0"
"196.86554,178.40373","263.5,280.0"
"232.1254,192.93474","263.5,280.0"
"232.1254,192.93474","263.5,280.0"
"144.2873,138.4382","263.5,280.0"
"234.36078,185.90947","263.5,280.0"
"219.7225,210.11018","263.5,280.0"
"242.08327,216.542","263.5,280.0"
"241.0534,214.85738","263.5,280.0"
"242.08327,216.542","263.5,280.0"
"242.95615,218.22375","263.5,280.0"
"110.29947,79.74189","263.5,280.0"
"201.4125,181.80505","263.5,280.0"
"219.7225,210.11018","263.5,280.0"
"242.08327,216.542","263.5,280.0"
"219.7225,210.11018","263.5,280.0"
"201.4125,181.80505","263.5,280.0"
"201.4125,181.80505","263.5,280.0"
"-302.02768,5.091946","-274.0,0.0"
"-308.4621,11.551529","-274.0,0.0"
"-289.85,-2.9799244","-274.0,0.0"
"-308.4621,11.551529","-274.0,0.0"
"-299.9573,6.7909718","-274.0,0.0"
"63.178387,106.32354","-274.0,0.0"
"-195.60535,41.943623","-274.0,0.0"
"-301.82452,6.269941","-274.0,0.0"
"-188.18521,41.736835","-274.0,0.0"
"-313.38437,9.253777","-274.0,0.0"
"-306.67697,4.2632155","-274.0,0.0"
"-300.84567,1.6288595","-274.0,0.0"
"-313.38437,9.253759","-274.0,0.0"
"-313.38437,9.253759","-274.0,0.0"
"-300.84567,1.6288595","-274.0,0.0"
"-300.84567,1.6288595","-274.0,0.0"
"-300.84567,1.6288595","-274.0,0.0"
"-313.38437,9.253759","-274.0,0.0"
"-300.84567,1.6288595","-274.0,0.0"
"-313.38437,9.253759","-274.0,0.0"
"-291.33316,4.7737155","-274.0,0.0"
"-301.51718,1.815351","-274.0,0.0"
"-301.51718,1.815351","-274.0,0.0"
"-300.71255,3.1743271","-274.0,0.0"
"-301.51718,1.815351","-274.0,0.0"
"-301.51718,1.815351","-274.0,0.0"
"-302.02768,5.091946","-274.0,0.0"
"-302.65646,5.7769904","-274.0,0.0"
"-302.65646,5.7769904","-274.0,0.0"
"-302.65646,5.7769904","-274.0,0.0"
"-298.92258,9.471203","-274.0,0.0"
"-302.65646,5.7769904","-274.0,0.0"
"-296.5242,5.202477","-274.0,0.0"
"-300.3715,5.040069","-274.0,0.0"
"-302.65646,5.7769904","-274.0,0.0"
"-300.3715,5.040069","-274.0,0.0"
"-154.24329,35.428844","-274.0,0.0"
"-286.8944,9.098982","-274.0,0.0"
"-300.3715,5.040069","-274.0,0.0"
"-302.65646,5.7769904","-274.0,0.0"
"-310.62222,12.753714","-274.0,0.0"
"-307.40335,6.5302963","-274.0,0.0"
"-298.7947,2.962268","-274.0,0.0"
"-295.84528,13.41389","-274.0,0.0"
"-288.27853,-0.69277054","-274.0,0.0"
"-269.79227,-2.3671188","-274.0,0.0"
"-298.7947,2.962256","-274.0,0.0"
"-307.40335,6.530288","-274.0,0.0"
"-284.9984,0.6831865","-274.0,0.0"
"-309.95956,7.65969","-274.0,0.0"
"-309.95956,7.65969","-274.0,0.0"
"-307.5612,8.310766","-274.0,0.0"
"-183.09177,24.281944","-274.0,0.0"
"-297.82968,8.281496","-274.0,0.0"
"-117.69202,53.559093","-274.0,0.0"
"-295.14218,6.5603194","-274.0,0.0"
"-307.40335,6.530288","-274.0,0.0"
"-298.7947,2.962256","-274.0,0.0"
"-308.22104,14.404231","-274.0,0.0"
"-296.5242,5.202477","-274.0,0.0"
"-298.7947,2.962256","-274.0,0.0"
"-295.14218,6.5603194","-274.0,0.0"
"-298.87753,9.356601","-274.0,0.0"
"-275.46762,-4.638781","-274.0,0.0"
"171.43387,177.28874","-274.0,0.0"
"-297.82968,8.281496","-274.0,0.0"
"-298.87753,9.356601","-274.0,0.0"
"-100.349075,64.265045","-274.0,0.0"
"-115.02028,50.100346","-274.0,0.0"
"-116.548096,46.898888","-274.0,0.0"
"-304.6122,5.175718","-274.0,0.0"
"-115.02028,50.100346","-274.0,0.0"
"202.32593,186.04893","-274.0,0.0"
"-304.61218,5.175717","-274.0,0.0"
"-309.95956,7.6597033","-274.0,0.0"
"-297.82968,8.281496","-274.0,0.0"
"-298.22833,11.198853","-274.0,0.0"
"-298.7947,2.962256","-274.0,0.0"
"-307.40335,6.530288","-274.0,0.0"
"-302.725,2.3683467","-274.0,0.0"
"-308.2332,5.2727795","-274.0,0.0"
"-295.99866,0.5016994","-274.0,0.0"
"-309.9573,13.926118","-274.0,0.0"
"-216.83066,34.651447","-274.0,0.0"
"-295.99866,0.5016994","-274.0,0.0"
"-295.99866,0.5016994","-274.0,0.0"
"-227.93175,30.509943","-274.0,0.0"
"-306.06696,7.309687","-274.0,0.0"
"-309.16147,16.92112","-274.0,0.0"
"-286.05612,-8.024524","-274.0,0.0"
"-306.06696,7.309687","-274.0,0.0"
"-306.06696,7.309687","-274.0,0.0"
"-309.16147,16.92112","-274.0,0.0"
"-295.99866,0.5016994","-274.0,0.0"
"-296.598,-0.13539699","-274.0,0.0"
"-306.06696,7.309687","-274.0,0.0"
"-302.725,2.3683467","-274.0,0.0"
"-313.7855,12.747546","-274.0,0.0"
"209.88385,206.31552","-274.0,0.0"
"-309.9573,13.926118","-274.0,0.0"
"78.4408,137.62915","-274.0,0.0"
"85.647934,136.96843","-274.0,0.0"
"-306.06696,7.309687","-274.0,0.0"
"-308.2332,5.2727795","-274.0,0.0"
"-297.0573,32.356365","-274.0,0.0"
"-232.51215,34.298805","-274.0,0.0"
"-232.51215,34.298805","-274.0,0.0"
"-232.5121,34.298794","-274.0,0.0"
"-232.5121,34.298794","-274.0,0.0"
"209.39183,173.3756","-274.0,0.0"
"217.59589,220.55595","-274.0,0.0"
"-80.76512,-148.2281","-274.0,0.0"
"-109.471405,-174.37389","-274.0,0.0"
"248.68399,184.39543","-274.0,0.0"
"144.2619,106.44108","-274.0,0.0"
"-28.856224,69.7104","-274.0,0.0"
"-304.01138,9.571695","-274.0,0.0"
"-288.19003,8.147309","-274.0,0.0"
"-306.3046,9.616328","-274.0,0.0"
"-298.92258,9.471203","-274.0,0.0"
"-285.34628,7.061048","-274.0,0.0"
"-285.34628,7.061048","-274.0,0.0"
"-296.5242,5.202477","-274.0,0.0"
"-299.39218,5.860945","-274.0,0.0"
"-300.35825,1.8344626","-274.0,0.0"
"-302.72867,4.6031356","-274.0,0.0"
"-288.55844,8.493129","-274.0,0.0"
"-289.099,6.773044","-274.0,0.0"
"-289.099,6.773044","-274.0,0.0"
"149.58472,-38.57345","263.5,0.0"
"177.38947,-30.872404","263.5,0.0"
"126.79381,-49.58898","263.5,0.0"
"215.78288,-29.236197","263.5,0.0"
"196.19974,-28.754705","263.5,0.0"
"196.19974,-28.754705","263.5,0.0"
"215.78288,-29.236197","263.5,0.0"
"126.79381,-49.58898","263.5,0.0"
"209.07858,-28.884031","263.5,0.0"
"221.76474,-27.520252","263.5,0.0"
"180.68105,-28.672377","263.5,0.0"
"164.05966,-34.952072","263.5,0.0"
"196.19974,-28.754705","263.5,0.0"
"221.76474,-27.520254","263.5,0.0"
"221.76474,-27.520254","263.5,0.0"
"209.07861,-28.884039","263.5,0.0"
"240.7352,-76.13343","263.5,0.0"
"250.03839,-116.55548","263.5,0.0"
"246.52414,-47.36349","263.5,0.0"
"246.65732,-94.00118","263.5,0.0"
"240.3835,-41.47092","263.5,0.0"
"242.79266,-40.154755","263.5,0.0"
"230.53418,-28.305632","263.5,0.0"
"218.42073,-15.97468","263.5,0.0"
"221.60457,-6.2587743","263.5,0.0"
"220.40924,6.584606","263.5,0.0"
"230.89319,-26.391409","263.5,0.0"
"234.9844,-28.481829","263.5,0.0"
"244.8162,-43.104813","263.5,0.0"
"234.9844,-28.481829","263.5,0.0"
"234.91066,-29.431173","263.5,0.0"
"241.78836,-194.95418","263.5,0.0"
"230.5929,-118.169106","263.5,0.0"
"230.36871,-79.78048","263.5,0.0"
"201.93857,-63.41215","263.5,0.0"
"201.93857,-63.41215","263.5,0.0"
"198.57019,-72.650215","263.5,0.0"
"192.2557,-85.01212","263.5,0.0"
"123.15034,-58.320065","263.5,0.0"
"119.473465,-67.25698","263.5,0.0"
"119.473495,-67.25698","263.5,0.0"
"28.201483,-93.251366","263.5,0.0"
"-14.132651,-101.52717","263.5,0.0"
"9.13937,-90.099266","263.5,0.0"
"119.473465,-67.25698","263.5,0.0"
"9.13937,-90.099266","263.5,0.0"
"28.201494,-93.25138","263.5,0.0"
"123.15034,-58.320065","263.5,0.0"
"118.37253,-57.5992","263.5,0.0"
"119.473465,-67.25698","263.5,0.0"
"119.473465,-67.25698","263.5,0.0"
"123.15034,-58.320065","263.5,0.0"
"198.57019,-72.650215","263.5,0.0"
"123.15034,-58.320065","263.5,0.0"
"115.27951,-78.36181","263.5,0.0"
"119.473465,-67.25698","263.5,0.0"
"201.93857,-63.41215","263.5,0.0"
"192.2557,-85.01212","263.5,0.0"
"198.57019,-72.650215","263.5,0.0"
"123.15034,-58.320065","263.5,0.0"
"198.57019,-72.650215","263.5,0.0"
"115.24565,-88.644844","263.5,0.0"
"-98.329025,-139.66899","263.5,0.0"
"-41.84563,-114.733696","263.5,0.0"
"51.610394,-106.3433","263.5,0.0"
"60.754784,-91.94405","263.5,0.0"
"51.610394,-106.3433","263.5,0.0"
"42.632866,-134.5412","263.5,0.0"
"51.610394,-106.3433","263.5,0.0"
"66.14881,-80.05717","263.5,0.0"
"43.456997,-121.95513","263.5,0.0"
"51.610394,-106.3433","263.5,0.0"
"43.456974,-121.95513","263.5,0.0"
"42.632877,-134.54118","263.5,0.0"
"55.824123,-139.48868","263.5,0.0"
"-140.33336,-184.70335","263.5,0.0"
"-121.64389,-168.45296","263.5,0.0"
"42.632866,-134.5412","263.5,0.0"
"51.610394,-106.3433","263.5,0.0"
"-9.569775,-126.814926","263.5,0.0"
"55.824123,-139.48868","263.5,0.0"
"43.456997,-121.95513","263.5,0.0"
"60.754784,-91.94405","263.5,0.0"
"206.24896,-72.17084","263.5,0.0"
"173.09225,-57.441746","263.5,0.0"
"131.6433,-49.04307","263.5,0.0"
"181.3352,-63.785973","263.5,0.0"
"165.14197,-40.305996","263.5,0.0"
"192.4773,-68.935646","263.5,0.0"
"167.58585,-49.542194","263.5,0.0"
"206.95662,-55.427937","263.5,0.0"
"208.4899,-42.769897","263.5,0.0"
"167.58585,-49.542194","263.5,0.0"
"131.6433,-49.04307","263.5,0.0"
"131.6433,-49.04307","263.5,0.0"
"131.6433,-49.04307","263.5,0.0"
"115.24939,-50.465237","263.5,0.0"
"131.6433,-49.04307","263.5,0.0"
"165.14197,-40.305996","263.5,0.0"
"167.58585,-49.542194","263.5,0.0"
"104.422,-48.255066","263.5,0.0"
"167.58585,-49.542194","263.5,0.0"
"173.09225,-57.441746","263.5,0.0"
"181.3352,-63.785973","263.5,0.0"
"210.5682,-88.97302","263.5,0.0"
"206.95662,-55.427944","263.5,0.0"
"173.09225,-57.441746","263.5,0.0"
"163.4442,-32.441685","263.5,0.0"
"206.95662,-55.427937","263.5,0.0"
"131.6433,-49.04307","263.5,0.0"
"96.873825,-53.76271","263.5,0.0"
"146.57727,-49.135174","263.5,0.0"
"181.3352,-63.785973","263.5,0.0"
"206.24896,-72.17084","263.5,0.0"
"167.58585,-49.542194","263.5,0.0"
"167.58585,-49.542194","263.5,0.0"
"163.4442,-32.441685","263.5,0.0"
"167.58585,-49.542194","263.5,0.0"
"173.09225,-57.441746","263.5,0.0"
"206.95662,-55.427937","263.5,0.0"
"206.95662,-55.427937","263.5,0.0"
"239.84018,-105.964424","263.5,0.0"
"206.24896,-72.17084","263.5,0.0"
"131.6433,-49.04307","263.5,0.0"
"146.57727,-49.135174","263.5,0.0"
"131.6433,-49.04307","263.5,0.0"
"205.07492,-73.67057","263.5,0.0"
"173.09225,-57.441746","263.5,0.0"
"181.3352,-63.785973","263.5,0.0"
"206.24896,-72.17084","263.5,0.0"
"167.58585,-49.542194","263.5,0.0"
"181.3352,-63.785973","263.5,0.0"
"167.58585,-49.542194","263.5,0.0"
"240.31067,-82.61466","263.5,0.0"
"239.84018,-105.964424","263.5,0.0"
"239.34235,-27.857704","263.5,0.0"
"246.52414,-47.363476","263.5,0.0"
"235.14014,-35.09628","263.5,0.0"
"239.34235,-27.857704","263.5,0.0"
"140.16821,-93.75138","263.5,0.0"
"60.754784,-91.94405","263.5,0.0"
"-26.465748,-130.2098","263.5,0.0"
"-38.43791,-132.31566","263.5,0.0"
"43.456997,-121.95513","263.5,0.0"
"51.610394,-106.3433","263.5,0.0"
"65.42047,-73.13604","263.5,0.0"
"60.754784,-91.94405","263.5,0.0"
"51.610394,-106.3433","263.5,0.0"
"148.25851,-57.83384","263.5,0.0"
"-121.64389,-168.45296","263.5,0.0"
"-29.244652,-117.738045","263.5,0.0"
"55.824123,-139.48868","263.5,0.0"
"127.60599,-134.67651","263.5,0.0"
"42.632866,-134.5412","263.5,0.0"
"148.25851,-57.83384","263.5,0.0"
"42.632866,-134.5412","263.5,0.0"
"55.824123,-139.48868","263.5,0.0"
"132.36542,-114.90324","263.5,0.0"
"43.456997,-121.95513","263.5,0.0"
"195.6579,-166.5353","263.5,0.0"
"132.36542,-114.90324","263.5,0.0"
"43.456997,-121.95513","263.5,0.0"
"127.60599,-134.67651","263.5,0.0"
"51.610394,-106.3433","263.5,0.0"
"193.98758,-189.27968","263.5,0.0"
"-29.244652,-117.738045","263.5,0.0"
"165.14197,-40.305996","263.5,0.0"
"266.85257,-275.8578","263.5,0.0"
"146.5773,-49.135166","263.5,0.0"
"115.2494,-50.46523","263.5,0.0"
"163.4442,-32.441685","263.5,0.0"
"115.24939,-50.465237","263.5,0.0"
"104.422,-48.255066","263.5,0.0"
"24.141624,-75.00509","263.5,0.0"
"41.446125,-76.96673","263.5,0.0"
"145.90025,-29.139194","263.5,0.0"
"167.58585,-49.542194","263.5,0.0"
"146.57727,-49.135174","263.5,0.0"
"115.24939,-50.465237","263.5,0.0"
"-179.36523,-207.74925","-274.0,-317.0"
"-99.29129,-150.32327","-274.0,-317.0"
"34.88106,-78.034004","-274.0,-317.0"
"58.260685,-68.27978","-274.0,-317.0"
"-111.02293,-164.21373","-274.0,-317.0"
"-116.68411,-173.56363","-274.0,-317.0"
"13.027538,-70.789345","-274.0,-317.0"
"34.761784,-77.545555","-274.0,-317.0"
"-99.94617,-155.32283","-274.0,-317.0"
"-10.42739,-96.07544","-274.0,-317.0"
"-55.04642,-140.4216","-274.0,-317.0"
"-61.9532,-142.2011","-274.0,-317.0"
"-61.9532,-142.2011","-274.0,-317.0"
"-52.853878,-118.16166","-274.0,-317.0"
"-132.66934,-167.25407","-274.0,-317.0"
"-51.111553,-131.36667","-274.0,-317.0"
"-39.479176,-129.37434","-274.0,-317.0"
"-72.84227,-89.97291","-274.0,-317.0"
"-150.21077,-183.2316","-274.0,-317.0"
"-5.6329722,-63.950867","-274.0,-317.0"
"-36.42757,-95.834206","-274.0,-317.0"
"147.9777,131.41951","-274.0,-317.0"
"-155.4113,-189.2441","-274.0,-317.0"
"-198.20786,-243.00435","-274.0,-317.0"
"-168.86243,-208.41078","-274.0,-317.0"
"-168.86243,-208.41078","-274.0,-317.0"
"-230.67918,-268.49115","-274.0,-317.0"
"-231.4946,-277.01","-274.0,-317.0"
"-231.4946,-277.01","-274.0,-317.0"
"-302.12946,12.590399","-274.0,-317.0"
"20.200068,-99.43099","-274.0,-317.0"
"-90.44524,-99.29247","-274.0,-317.0"
"-153.8693,-191.37215","-274.0,-317.0"
"155.10913,131.57785","-274.0,-317.0"
"-112.88115,-121.17516","-274.0,-317.0"
"-64.48671,-126.75332","-274.0,-317.0"
"-52.688663,-129.14073","-274.0,-317.0"
"-0.4243649,-85.80033","-274.0,-317.0"
"-254.39508,-77.47071","-274.0,-317.0"
"19.745775,-83.47159","-274.0,-317.0"
"-4.9467287,-84.74591","-274.0,-317.0"
"34.88106,-78.034004","-274.0,-317.0"
"-222.49417,-275.55725","-274.0,-317.0"
"19.745775,-83.47159","-274.0,-317.0"
"20.661343,-66.485146","-274.0,-317.0"
"-86.71521,-147.13295","-274.0,-317.0"
"-88.48384,-129.48921","-274.0,-317.0"
"-10.42739,-96.07544","-274.0,-317.0"
"-56.426746,-127.48449","-274.0,-317.0"
"-10.42739,-96.07544","-274.0,-317.0"
"-86.71521,-147.13295","-274.0,-317.0"
"52.018085,-44.73681","-274.0,-317.0"
"-188.56436,-217.91832","-274.0,-317.0"
"-67.96231,-136.30156","-274.0,-317.0"
"-120.30942,-175.83904","-274.0,-317.0"
"-116.77504,-175.3857","-274.0,-317.0"
"-116.62396,-174.9738","-274.0,-317.0"
"9.138319,-86.82603","-274.0,-317.0"
"-116.916,-175.73656","-274.0,-317.0"
"-24.292309,-104.25092","-274.0,-317.0"
"-287.27432,7.8133435","-274.0,-317.0"
"34.88106,-78.034004","-274.0,-317.0"
"-116.62396,-174.9738","-274.0,-317.0"
"122.14824,91.40858","-274.0,-317.0"
"-80.76512,-148.2281","-274.0,-317.0"
"-55.092052,-124.31364","-274.0,-317.0"
"-98.65053,-161.44539","-274.0,-317.0"
"-98.65053,-161.44539","-274.0,-317.0"
"-188.65958,-233.78502","-274.0,-317.0"
"-231.4946,-277.01","-274.0,-317.0"
"-144.19202,-204.833","-274.0,-317.0"
"-222.81061,-265.17987","-274.0,-317.0"
"-49.492313,-91.131615","-274.0,-317.0"
"-324.30563,-374.1052","-274.0,-317.0"
"-212.68024,-262.56317","-274.0,-317.0"
"-195.41098,-196.44627","-274.0,-317.0"
"-223.85739,-258.81293","-274.0,-317.0"
"-147.96661,-178.82597","-274.0,-317.0"
"-109.32614,-136.02841","-274.0,-317.0"
"-152.43356,-185.64684","-274.0,-317.0"
"-152.43356,-185.64684","-274.0,-317.0"
"-155.9412,-189.31581","-274.0,-317.0"
"-109.32614,-136.02841","-274.0,-317.0"
"-148.81558,-193.50304","-274.0,-317.0"
"-178.9878,-212.42336","-274.0,-317.0"
"-148.81555,-193.503","-274.0,-317.0"
"-224.06967,-271.7348","-274.0,-317.0"
"-182.203,-236.23393","-274.0,-317.0"
"-232.9372,-275.78687","-274.0,-317.0"
"-210.27815,-258.97626","-274.0,-317.0"
"180.60165,172.15715","-274.0,-317.0"
"137.08908,109.01229","-274.0,-317.0"
"-109.471405,-174.37389","-274.0,-317.0"
"-210.27815,-258.97626","-274.0,-317.0"
"-19.78816,-40.809284","-274.0,-317.0"
"-135.56526,-157.93437","-274.0,-317.0"
"-148.52995,-173.88094","-274.0,-317.0"
"-19.78816,-40.809284","-274.0,-317.0"
"149.3557,96.78139","-274.0,-317.0"
"-99.78584,-139.96703","-274.0,-317.0"
"-105.45232,-143.1968","-274.0,-317.0"
"-99.78584,-139.96703","-274.0,-317.0"
"-116.77504,-175.3857","-274.0,-317.0"
"-116.62396,-174.9738","-274.0,-317.0"
"-116.68411,-173.56363","-274.0,-317.0"
"-80.76512,-148.2281","-274.0,-317.0"
"-67.962326,-136.30157","-274.0,-317.0"
"-99.94617,-155.32283","-274.0,-317.0"
"-121.37129,-163.531","-274.0,-317.0"
"141.83722,131.5462","-274.0,-317.0"
"-79.30867,-137.81023","-274.0,-317.0"
"-28.543701,-111.58405","-274.0,-317.0"
"-75.057465,-125.75377","-274.0,-317.0"
"-59.3822,-131.57466","-274.0,-317.0"
"-28.543701,-111.58405","-274.0,-317.0"
"-215.81561,-251.77037","-274.0,-317.0"
"-179.21933,-222.13362","-274.0,-317.0"
"-232.9372,-275.78687","-274.0,-317.0"
"-222.81058,-265.1798","-274.0,-317.0"
"-30.042252,-109.030464","-274.0,-317.0"
"-128.88474,-163.4597","-274.0,-317.0"
