ans,label
"-279.71976,283.86603","-274.0,280.0"
"-266.51138,271.79285","-274.0,280.0"
"-267.58417,271.45273","-274.0,280.0"
"-266.9486,273.75125","-274.0,280.0"
"-259.78918,264.00073","-274.0,280.0"
"-272.76486,278.9381","-274.0,280.0"
"-269.20184,278.98355","-274.0,280.0"
"-290.0009,306.30765","-274.0,280.0"
"-278.0204,276.1823","-274.0,280.0"
"-268.85464,277.78214","-274.0,280.0"
"-264.34958,275.54214","-274.0,280.0"
"-264.87634,243.25159","-274.0,280.0"
"-269.20645,278.9633","-274.0,280.0"
"-267.3391,272.29645","-274.0,280.0"
"-268.42157,279.9707","-274.0,280.0"
"-273.7448,285.95844","-274.0,280.0"
"-270.77298,276.74203","-274.0,280.0"
"-275.3745,274.7629","-274.0,280.0"
"-274.83777,280.36975","-274.0,280.0"
"-278.9205,272.12656","-274.0,280.0"
"240.60982,222.94984","263.5,280.0"
"126.04081,146.60097","263.5,280.0"
"229.12772,229.7044","263.5,280.0"
"146.3212,144.7506","263.5,280.0"
"190.5876,169.54721","263.5,280.0"
"211.85733,219.13185","263.5,280.0"
"197.35088,196.82666","263.5,280.0"
"229.12772,229.7044","263.5,280.0"
"211.85733,219.13185","263.5,280.0"
"234.20615,220.7052","263.5,280.0"
"234.20615,220.7052","263.5,280.0"
"140.6614,159.82028","263.5,280.0"
"172.20752,175.25984","263.5,280.0"
"229.12772,229.7044","263.5,280.0"
"211.85733,219.13185","263.5,280.0"
"126.04081,146.60097","263.5,280.0"
"237.1021,229.88927","263.5,280.0"
"93.91977,-63.163662","263.5,280.0"
"211.85733,219.13185","263.5,280.0"
"77.07405,48.30854","263.5,280.0"
"123.203094,141.36636","263.5,280.0"
"226.8891,167.11655","263.5,280.0"
"215.18694,181.73848","263.5,280.0"
"145.29375,133.26826","263.5,280.0"
"106.54524,119.56017","263.5,280.0"
"215.18697,181.73848","263.5,280.0"
"106.54523,119.560165","263.5,280.0"
"108.978714,135.67726","263.5,280.0"
"106.54523,119.560165","263.5,280.0"
"182.0338,160.40767","263.5,280.0"
"240.74951,192.99702","263.5,280.0"
"160.28506,127.88587","263.5,280.0"
"-5.699152,63.106014","263.5,280.0"
"108.978714,135.67726","263.5,280.0"
"182.0338,160.40767","263.5,280.0"
"226.8891,167.11655","263.5,280.0"
"215.18694,181.73848","263.5,280.0"
"182.0338,160.40767","263.5,280.0"
"145.29375,133.26826","263.5,280.0"
"215.18694,181.73848","263.5,280.0"
"240.88046,-295.0754","263.5,280.0"
"195.26978,168.2854","263.5,280.0"
"244.20851,205.50468","263.5,280.0"
"244.20851,205.50468","263.5,280.0"
"244.20851,205.50468","263.5,280.0"
"232.88557,214.0937","263.5,280.0"
"225.05052,213.67368","263.5,280.0"
"198.15102,142.73323","263.5,280.0"
"244.20851,205.50468","263.5,280.0"
"225.05052,213.67368","263.5,280.0"
"117.11854,123.11369","263.5,280.0"
"225.05052,213.67368","263.5,280.0"
"238.80432,191.24033","263.5,280.0"
"244.20851,205.50468","263.5,280.0"
"225.05052,213.67368","263.5,280.0"
"225.05052,213.67368","263.5,280.0"
"150.32793,121.65221","263.5,280.0"
"225.05052,213.67366","263.5,280.0"
"225.05052,213.67368","263.5,280.0"
"98.85504,79.8215","263.5,280.0"
"143.5077,113.46251","263.5,280.0"
"258.15292,232.49873","263.5,280.0"
"155.59305,130.25742","263.5,280.0"
"146.17639,123.4115","263.5,280.0"
"270.33704,228.54883","263.5,280.0"
"241.02213,212.89957","263.5,280.0"
"248.77765,227.7474","263.5,280.0"
"232.21255,199.06514","263.5,280.0"
"241.02213,212.89957","263.5,280.0"
"241.02213,212.89957","263.5,280.0"
"-44.637733,-100.43991","263.5,280.0"
"232.21255,199.06514","263.5,280.0"
"248.77765,227.7474","263.5,280.0"
"258.15292,232.49873","263.5,280.0"
"248.77765,227.7474","263.5,280.0"
"130.76155,114.8528","263.5,280.0"
"258.15292,232.49873","263.5,280.0"
"241.02213,212.89957","263.5,280.0"
"146.17639,123.4115","263.5,280.0"
"261.27243,-146.719","263.5,280.0"
"243.65927,174.94858","263.5,280.0"
"187.35945,141.62306","263.5,280.0"
"168.25436,142.83936","263.5,280.0"
"137.83308,99.40292","263.5,280.0"
"187.35945,141.62306","263.5,280.0"
"225.21822,166.85176","263.5,280.0"
"225.21822,166.85176","263.5,280.0"
"211.23634,136.4934","263.5,280.0"
"233.42621,149.83777","263.5,280.0"
"276.65637,183.83983","263.5,280.0"
"94.39336,57.791534","263.5,280.0"
"187.35945,141.62306","263.5,280.0"
"225.21822,166.85176","263.5,280.0"
"253.22853,178.64923","263.5,280.0"
"225.21822,166.85176","263.5,280.0"
"253.22853,178.64923","263.5,280.0"
"253.22853,178.64923","263.5,280.0"
"137.83308,99.40292","263.5,280.0"
"269.09827,188.45566","263.5,280.0"
"247.84622,215.85219","263.5,280.0"
"244.06087,209.72502","263.5,280.0"
"250.3998,205.76564","263.5,280.0"
"244.06087,209.72502","263.5,280.0"
"244.2309,207.48303","263.5,280.0"
"114.98604,67.510086","263.5,280.0"
"210.3606,156.86246","263.5,280.0"
"247.84622,215.85219","263.5,280.0"
"244.06087,209.72502","263.5,280.0"
"247.84622,215.85219","263.5,280.0"
"210.3606,156.86246","263.5,280.0"
"210.3606,156.86246","263.5,280.0"
"-278.158,0.06935787","-274.0,0.0"
"-278.38528,0.002108574","-274.0,0.0"
"-253.25761,-3.2942452","-274.0,0.0"
"-278.38528,0.002108574","-274.0,0.0"
"-251.26292,-3.9944558","-274.0,0.0"
"21.970942,78.82269","-274.0,0.0"
"-149.9105,26.431728","-274.0,0.0"
"-277.304,0.23848248","-274.0,0.0"
"-161.44592,19.514153","-274.0,0.0"
"-274.14807,-0.06332111","-274.0,0.0"
"-268.51633,-2.4927645","-274.0,0.0"
"-262.98224,-3.0438352","-274.0,0.0"
"-274.14807,-0.06332016","-274.0,0.0"
"-274.14807,-0.06332016","-274.0,0.0"
"-262.98224,-3.0438352","-274.0,0.0"
"-262.98224,-3.0438352","-274.0,0.0"
"-262.98224,-3.0438352","-274.0,0.0"
"-274.14807,-0.06332016","-274.0,0.0"
"-262.98224,-3.0438352","-274.0,0.0"
"-274.14807,-0.06332016","-274.0,0.0"
"-267.7791,-1.5331333","-274.0,0.0"
"-282.23227,-3.1795359","-274.0,0.0"
"-282.23227,-3.1795359","-274.0,0.0"
"-282.37265,-2.755788","-274.0,0.0"
"-282.23227,-3.1795359","-274.0,0.0"
"-282.23227,-3.1795359","-274.0,0.0"
"-278.158,0.06935787","-274.0,0.0"
"-278.7143,-0.5377326","-274.0,0.0"
"-278.7143,-0.5377326","-274.0,0.0"
"-278.7143,-0.5377326","-274.0,0.0"
"-275.2835,-0.8258252","-274.0,0.0"
"-278.7143,-0.5377326","-274.0,0.0"
"-269.81793,0.17450762","-274.0,0.0"
"-275.44913,0.7025776","-274.0,0.0"
"-278.7143,-0.5377326","-274.0,0.0"
"-275.44913,0.7025776","-274.0,0.0"
"-173.54904,6.3577285","-274.0,0.0"
"-267.40704,-0.785985","-274.0,0.0"
"-275.44913,0.7025776","-274.0,0.0"
"-278.7143,-0.5377326","-274.0,0.0"
"-271.57672,1.4055958","-274.0,0.0"
"-270.14316,-0.4942484","-274.0,0.0"
"-260.319,-3.147634","-274.0,0.0"
"-262.50348,2.1834087","-274.0,0.0"
"-251.79973,-3.6085935","-274.0,0.0"
"-222.86105,-8.1546955","-274.0,0.0"
"-260.319,-3.1476417","-274.0,0.0"
"-270.14316,-0.49424934","-274.0,0.0"
"-237.26381,-6.219086","-274.0,0.0"
"-272.01428,0.52836704","-274.0,0.0"
"-272.01428,0.52836704","-274.0,0.0"
"-261.9886,-1.7546635","-274.0,0.0"
"-194.89755,3.2048984","-274.0,0.0"
"-268.7759,-1.3277092","-274.0,0.0"
"-72.30653,42.722084","-274.0,0.0"
"-267.08456,-0.9120903","-274.0,0.0"
"-270.14316,-0.49424934","-274.0,0.0"
"-260.319,-3.1476417","-274.0,0.0"
"-270.79126,1.5080099","-274.0,0.0"
"-269.81793,0.17450762","-274.0,0.0"
"-260.319,-3.1476417","-274.0,0.0"
"-267.08456,-0.9120903","-274.0,0.0"
"-268.67325,-0.80587864","-274.0,0.0"
"-232.11986,-0.14905834","-274.0,0.0"
"210.14536,197.49431","-274.0,0.0"
"-268.7759,-1.3277092","-274.0,0.0"
"-268.67325,-0.80587864","-274.0,0.0"
"11.13753,78.41396","-274.0,0.0"
"-97.721054,32.680912","-274.0,0.0"
"-123.14397,23.398804","-274.0,0.0"
"-266.8413,-1.7151194","-274.0,0.0"
"-97.721054,32.680912","-274.0,0.0"
"223.13513,169.66571","-274.0,0.0"
"-266.8413,-1.7151194","-274.0,0.0"
"-272.01428,0.5283632","-274.0,0.0"
"-268.7759,-1.3277092","-274.0,0.0"
"-267.39102,0.053585052","-274.0,0.0"
"-260.319,-3.1476417","-274.0,0.0"
"-270.14316,-0.49424934","-274.0,0.0"
"-268.08267,-4.129496","-274.0,0.0"
"-272.209,-2.96762","-274.0,0.0"
"-275.4768,5.093171","-274.0,0.0"
"-283.7589,2.5898685","-274.0,0.0"
"-187.9981,20.89011","-274.0,0.0"
"-275.4768,5.093171","-274.0,0.0"
"-275.4768,5.093171","-274.0,0.0"
"-145.41032,50.768185","-274.0,0.0"
"-282.51764,1.3237324","-274.0,0.0"
"-282.15536,4.3264313","-274.0,0.0"
"-256.60944,8.888681","-274.0,0.0"
"-282.51764,1.3237324","-274.0,0.0"
"-282.51764,1.3237324","-274.0,0.0"
"-282.15536,4.3264313","-274.0,0.0"
"-275.4768,5.093171","-274.0,0.0"
"-261.99185,-3.6279912","-274.0,0.0"
"-282.51764,1.3237324","-274.0,0.0"
"-268.08267,-4.129496","-274.0,0.0"
"-277.4304,2.2442904","-274.0,0.0"
"223.1368,207.14299","-274.0,0.0"
"-283.7589,2.5898685","-274.0,0.0"
"127.15221,152.30411","-274.0,0.0"
"140.6614,159.82028","-274.0,0.0"
"-282.51764,1.3237324","-274.0,0.0"
"-272.209,-2.96762","-274.0,0.0"
"-241.6397,4.249591","-274.0,0.0"
"-168.91782,36.007095","-274.0,0.0"
"-168.91782,36.007095","-274.0,0.0"
"-168.91782,36.0071","-274.0,0.0"
"-168.91782,36.0071","-274.0,0.0"
"242.30382,162.16544","-274.0,0.0"
"146.10963,115.213715","-274.0,0.0"
"-62.1923,-117.40819","-274.0,0.0"
"-77.41496,-130.65176","-274.0,0.0"
"263.87183,175.50047","-274.0,0.0"
"177.4348,79.357315","-274.0,0.0"
"26.531277,70.96894","-274.0,0.0"
"-269.7999,-2.2718759","-274.0,0.0"
"-276.8208,-0.4664588","-274.0,0.0"
"-264.088,-1.7415156","-274.0,0.0"
"-275.2835,-0.8258252","-274.0,0.0"
"-267.80093,-0.56675005","-274.0,0.0"
"-267.80093,-0.56675005","-274.0,0.0"
"-269.81793,0.17450762","-274.0,0.0"
"-280.07587,-0.14403391","-274.0,0.0"
"-281.59473,-2.7333112","-274.0,0.0"
"-281.8461,-1.4993572","-274.0,0.0"
"-277.32086,-1.6294806","-274.0,0.0"
"-280.33237,-1.3694127","-274.0,0.0"
"-280.33237,-1.3694127","-274.0,0.0"
"196.07709,-20.35949","263.5,0.0"
"221.23741,-15.256238","263.5,0.0"
"176.73735,-30.473282","263.5,0.0"
"254.27892,-18.521574","263.5,0.0"
"223.35367,-21.322884","263.5,0.0"
"223.35367,-21.322884","263.5,0.0"
"254.27892,-18.521574","263.5,0.0"
"176.73735,-30.473282","263.5,0.0"
"244.61487,-17.369226","263.5,0.0"
"262.5038,-20.712616","263.5,0.0"
"233.32016,-14.851452","263.5,0.0"
"208.75333,-15.87392","263.5,0.0"
"223.35367,-21.322884","263.5,0.0"
"262.5038,-20.712624","263.5,0.0"
"262.5038,-20.712624","263.5,0.0"
"244.61485,-17.36923","263.5,0.0"
"274.91956,-44.567867","263.5,0.0"
"268.55536,-76.862915","263.5,0.0"
"261.53445,-35.84706","263.5,0.0"
"259.64572,-93.39183","263.5,0.0"
"255.49936,-48.31831","263.5,0.0"
"256.2822,-53.9799","263.5,0.0"
"254.53378,-39.699165","263.5,0.0"
"263.49716,-28.272018","263.5,0.0"
"274.7665,-22.339361","263.5,0.0"
"273.84128,-11.201702","263.5,0.0"
"258.32587,-34.454575","263.5,0.0"
"246.69994,-25.550749","263.5,0.0"
"256.67963,-39.09784","263.5,0.0"
"246.69994,-25.550749","263.5,0.0"
"249.01682,-25.52519","263.5,0.0"
"247.60994,-185.10353","263.5,0.0"
"242.5133,-85.80688","263.5,0.0"
"229.53658,-68.01944","263.5,0.0"
"201.2263,-49.094723","263.5,0.0"
"201.2263,-49.094723","263.5,0.0"
"204.98564,-53.073837","263.5,0.0"
"205.56087,-59.916817","263.5,0.0"
"146.1004,-38.860336","263.5,0.0"
"146.67596,-40.317146","263.5,0.0"
"146.67595,-40.31716","263.5,0.0"
"82.88435,-39.83689","263.5,0.0"
"53.37551,-52.716404","263.5,0.0"
"68.25006,-44.491165","263.5,0.0"
"146.67596,-40.317146","263.5,0.0"
"68.25006,-44.491165","263.5,0.0"
"82.88436,-39.8369","263.5,0.0"
"146.1004,-38.860336","263.5,0.0"
"136.08173,-41.400593","263.5,0.0"
"146.67596,-40.317146","263.5,0.0"
"146.67596,-40.317146","263.5,0.0"
"146.1004,-38.860336","263.5,0.0"
"204.98564,-53.073837","263.5,0.0"
"146.1004,-38.860336","263.5,0.0"
"149.07607,-42.968475","263.5,0.0"
"146.67596,-40.317146","263.5,0.0"
"201.2263,-49.094723","263.5,0.0"
"205.56087,-59.916817","263.5,0.0"
"204.98564,-53.073837","263.5,0.0"
"146.1004,-38.860336","263.5,0.0"
"204.98564,-53.073837","263.5,0.0"
"158.40712,-47.426304","263.5,0.0"
"8.3480835,-55.91287","263.5,0.0"
"-13.401961,-91.24087","263.5,0.0"
"43.212925,-114.69246","263.5,0.0"
"57.557632,-102.52252","263.5,0.0"
"43.212925,-114.69246","263.5,0.0"
"24.556866,-144.44916","263.5,0.0"
"43.212925,-114.69246","263.5,0.0"
"56.085842,-100.631584","263.5,0.0"
"28.838139,-130.75316","263.5,0.0"
"43.212925,-114.69246","263.5,0.0"
"28.838139,-130.75316","263.5,0.0"
"24.556871,-144.44916","263.5,0.0"
"30.496605,-152.2509","263.5,0.0"
"-71.68846,-121.92792","263.5,0.0"
"-34.931152,-99.80971","263.5,0.0"
"24.556866,-144.44916","263.5,0.0"
"43.212925,-114.69246","263.5,0.0"
"9.466141,-126.021454","263.5,0.0"
"30.496605,-152.2509","263.5,0.0"
"28.838139,-130.75316","263.5,0.0"
"57.557632,-102.52252","263.5,0.0"
"220.0304,-52.648758","263.5,0.0"
"166.15454,-52.027946","263.5,0.0"
"127.847626,-50.08564","263.5,0.0"
"179.21078,-48.34561","263.5,0.0"
"145.7965,-52.689804","263.5,0.0"
"200.76804,-40.90835","263.5,0.0"
"156.45255,-54.36969","263.5,0.0"
"216.18176,-47.685204","263.5,0.0"
"209.57837,-40.775414","263.5,0.0"
"156.45255,-54.36969","263.5,0.0"
"127.847626,-50.08564","263.5,0.0"
"127.847626,-50.08564","263.5,0.0"
"127.847626,-50.08564","263.5,0.0"
"102.489975,-59.51882","263.5,0.0"
"127.847626,-50.08564","263.5,0.0"
"145.7965,-52.689804","263.5,0.0"
"156.45255,-54.36969","263.5,0.0"
"71.67505,-63.68916","263.5,0.0"
"156.45255,-54.36969","263.5,0.0"
"166.15454,-52.027946","263.5,0.0"
"179.21078,-48.34561","263.5,0.0"
"224.84744,-55.17611","263.5,0.0"
"216.18175,-47.68522","263.5,0.0"
"166.15454,-52.027946","263.5,0.0"
"131.209,-50.599575","263.5,0.0"
"216.18176,-47.685204","263.5,0.0"
"127.847626,-50.08564","263.5,0.0"
"118.2056,-39.13259","263.5,0.0"
"148.97464,-41.674732","263.5,0.0"
"179.21078,-48.34561","263.5,0.0"
"220.0304,-52.648758","263.5,0.0"
"156.45255,-54.36969","263.5,0.0"
"156.45255,-54.36969","263.5,0.0"
"131.209,-50.599575","263.5,0.0"
"156.45255,-54.36969","263.5,0.0"
"166.15454,-52.027946","263.5,0.0"
"216.18176,-47.685204","263.5,0.0"
"216.18176,-47.685204","263.5,0.0"
"260.59885,-69.85059","263.5,0.0"
"220.0304,-52.648758","263.5,0.0"
"127.847626,-50.08564","263.5,0.0"
"148.97464,-41.674732","263.5,0.0"
"127.847626,-50.08564","263.5,0.0"
"221.72612,-32.09582","263.5,0.0"
"166.15454,-52.027946","263.5,0.0"
"179.21078,-48.34561","263.5,0.0"
"220.0304,-52.648758","263.5,0.0"
"156.45255,-54.36969","263.5,0.0"
"179.21078,-48.34561","263.5,0.0"
"156.45255,-54.36969","263.5,0.0"
"253.75429,-59.639214","263.5,0.0"
"260.59885,-69.85059","263.5,0.0"
"250.28592,-20.026594","263.5,0.0"
"261.53445,-35.847054","263.5,0.0"
"260.24692,-24.952759","263.5,0.0"
"250.28592,-20.026594","263.5,0.0"
"109.30316,-120.53819","263.5,0.0"
"57.557632,-102.52252","263.5,0.0"
"-4.5389533,-122.607056","263.5,0.0"
"-11.569704,-114.042305","263.5,0.0"
"28.838139,-130.75316","263.5,0.0"
"43.212925,-114.69246","263.5,0.0"
"40.338737,-101.17677","263.5,0.0"
"57.557632,-102.52252","263.5,0.0"
"43.212925,-114.69246","263.5,0.0"
"103.248146,-101.486984","263.5,0.0"
"-34.931152,-99.80971","263.5,0.0"
"0.8361778,-93.2062","263.5,0.0"
"30.496605,-152.2509","263.5,0.0"
"85.38737,-153.1705","263.5,0.0"
"24.556866,-144.44916","263.5,0.0"
"103.248146,-101.486984","263.5,0.0"
"24.556866,-144.44916","263.5,0.0"
"30.496605,-152.2509","263.5,0.0"
"98.01178,-136.5447","263.5,0.0"
"28.838139,-130.75316","263.5,0.0"
"156.73703,-197.05588","263.5,0.0"
"98.01178,-136.5447","263.5,0.0"
"28.838139,-130.75316","263.5,0.0"
"85.38737,-153.1705","263.5,0.0"
"43.212925,-114.69246","263.5,0.0"
"148.03745,-221.24637","263.5,0.0"
"0.8361778,-93.2062","263.5,0.0"
"145.7965,-52.689804","263.5,0.0"
"281.58096,-234.5756","263.5,0.0"
"148.97466,-41.674744","263.5,0.0"
"102.489944,-59.518826","263.5,0.0"
"131.209,-50.599575","263.5,0.0"
"102.489975,-59.51882","263.5,0.0"
"71.67505,-63.68916","263.5,0.0"
"-23.121155,-78.90475","263.5,0.0"
"27.740755,-70.907974","263.5,0.0"
"186.71771,-8.157786","263.5,0.0"
"156.45255,-54.36969","263.5,0.0"
"148.97464,-41.674732","263.5,0.0"
"102.489975,-59.51882","263.5,0.0"
"-131.8441,-168.1148","-274.0,-317.0"
"-78.041306,-135.7339","-274.0,-317.0"
"67.12146,-58.229153","-274.0,-317.0"
"92.2709,-43.295864","-274.0,-317.0"
"-79.37258,-138.7847","-274.0,-317.0"
"-96.30632,-151.91098","-274.0,-317.0"
"-107.9811,-137.69704","-274.0,-317.0"
"-40.904854,-88.182236","-274.0,-317.0"
"-172.52936,-198.88597","-274.0,-317.0"
"-48.66959,-99.76001","-274.0,-317.0"
"-27.429235,-152.44196","-274.0,-317.0"
"-3.401722,-138.04582","-274.0,-317.0"
"-3.401722,-138.04582","-274.0,-317.0"
"67.186966,-47.39946","-274.0,-317.0"
"-100.97745,-165.15402","-274.0,-317.0"
"27.942486,-102.503334","-274.0,-317.0"
"-8.312979,-121.40294","-274.0,-317.0"
"23.858139,0.07039642","-274.0,-317.0"
"-125.36826,-185.33691","-274.0,-317.0"
"-41.540615,-99.52742","-274.0,-317.0"
"-76.32914,-124.28598","-274.0,-317.0"
"172.43486,134.56943","-274.0,-317.0"
"-76.56478,-113.3435","-274.0,-317.0"
"-189.25699,-237.13757","-274.0,-317.0"
"-134.97412,-164.1364","-274.0,-317.0"
"-134.97412,-164.1364","-274.0,-317.0"
"-213.53485,-241.93135","-274.0,-317.0"
"-235.44006,-276.4325","-274.0,-317.0"
"-235.44006,-276.4325","-274.0,-317.0"
"-277.73706,6.6015215","-274.0,-317.0"
"18.981863,-118.721375","-274.0,-317.0"
"-41.948517,-66.82211","-274.0,-317.0"
"-160.71643,-223.04085","-274.0,-317.0"
"200.4416,137.82857","-274.0,-317.0"
"-77.94967,-104.392334","-274.0,-317.0"
"-128.85713,-166.48041","-274.0,-317.0"
"-108.89514,-148.20839","-274.0,-317.0"
"-21.485931,-85.55352","-274.0,-317.0"
"-249.78696,-125.4223","-274.0,-317.0"
"35.427216,-74.44585","-274.0,-317.0"
"-36.135403,-90.24765","-274.0,-317.0"
"67.12146,-58.229153","-274.0,-317.0"
"-226.22151,-273.4318","-274.0,-317.0"
"35.427216,-74.44585","-274.0,-317.0"
"-45.231342,-85.61455","-274.0,-317.0"
"-152.4658,-176.37311","-274.0,-317.0"
"-152.8242,-177.53992","-274.0,-317.0"
"-48.66959,-99.76001","-274.0,-317.0"
"-121.07219,-145.64804","-274.0,-317.0"
"-48.66959,-99.76001","-274.0,-317.0"
"-152.4658,-176.37311","-274.0,-317.0"
"46.5121,-57.558323","-274.0,-317.0"
"-163.93323,-215.08669","-274.0,-317.0"
"-35.439884,-89.72102","-274.0,-317.0"
"-128.14883,-171.95169","-274.0,-317.0"
"-129.54195,-173.12749","-274.0,-317.0"
"-125.43573,-171.07047","-274.0,-317.0"
"7.8705387,-83.64041","-274.0,-317.0"
"-131.90036,-177.13431","-274.0,-317.0"
"71.14605,-44.91637","-274.0,-317.0"
"-272.44052,-1.1054564","-274.0,-317.0"
"67.12146,-58.229153","-274.0,-317.0"
"-125.43573,-171.07047","-274.0,-317.0"
"115.643425,72.57221","-274.0,-317.0"
"-62.1923,-117.40819","-274.0,-317.0"
"-15.728918,-72.743515","-274.0,-317.0"
"-89.47586,-143.51578","-274.0,-317.0"
"-89.47586,-143.51578","-274.0,-317.0"
"-181.81592,-233.18607","-274.0,-317.0"
"-235.44006,-276.4325","-274.0,-317.0"
"-127.313065,-176.99574","-274.0,-317.0"
"-215.29446,-248.75984","-274.0,-317.0"
"-37.47908,-83.890274","-274.0,-317.0"
"-338.8131,-412.13675","-274.0,-317.0"
"-219.39487,-270.99176","-274.0,-317.0"
"-6.8096237,-67.06288","-274.0,-317.0"
"-218.16776,-250.83604","-274.0,-317.0"
"-165.95822,-222.73083","-274.0,-317.0"
"-115.78015,-180.0816","-274.0,-317.0"
"-148.89441,-207.59964","-274.0,-317.0"
"-148.89441,-207.59964","-274.0,-317.0"
"-164.63297,-220.85133","-274.0,-317.0"
"-115.78015,-180.0816","-274.0,-317.0"
"-110.07225,-148.82614","-274.0,-317.0"
"-154.14659,-197.09314","-274.0,-317.0"
"-110.072266,-148.82614","-274.0,-317.0"
"-231.4691,-278.64972","-274.0,-317.0"
"-179.07283,-228.79326","-274.0,-317.0"
"-232.8501,-277.1018","-274.0,-317.0"
"-217.9208,-268.10547","-274.0,-317.0"
"196.14365,160.91809","-274.0,-317.0"
"125.52444,85.47441","-274.0,-317.0"
"-77.41496,-130.65176","-274.0,-317.0"
"-217.9208,-268.10547","-274.0,-317.0"
"34.189953,-58.71711","-274.0,-317.0"
"-86.911514,-157.20581","-274.0,-317.0"
"-95.326065,-161.72133","-274.0,-317.0"
"34.189953,-58.71711","-274.0,-317.0"
"170.35536,52.096283","-274.0,-317.0"
"-53.842236,-126.89923","-274.0,-317.0"
"-44.101074,-128.02383","-274.0,-317.0"
"-53.842236,-126.89923","-274.0,-317.0"
"-129.54195,-173.12749","-274.0,-317.0"
"-125.43573,-171.07047","-274.0,-317.0"
"-96.30632,-151.91098","-274.0,-317.0"
"-62.1923,-117.40819","-274.0,-317.0"
"-35.439827,-89.72096","-274.0,-317.0"
"-172.52936,-198.88597","-274.0,-317.0"
"-166.61526,-201.25682","-274.0,-317.0"
"124.79414,136.43832","-274.0,-317.0"
"-149.40788,-181.4171","-274.0,-317.0"
"-75.308304,-114.97651","-274.0,-317.0"
"-119.14354,-147.40819","-274.0,-317.0"
"-118.84829,-145.87361","-274.0,-317.0"
"-75.308304,-114.97651","-274.0,-317.0"
"-199.20816,-242.82257","-274.0,-317.0"
"-177.37561,-241.3146","-274.0,-317.0"
