ans,label
"-273.14852000718366,0.09367441822272723","-274.0,0.0"
"-273.2577827266596,0.08558247973231045","-274.0,0.0"
"-272.84806586969046,0.14581973622488426","-274.0,0.0"
"-188.36035346331096,20.295547028412784","-274.0,0.0"
"172.08016988181043,99.81533039850183","-274.0,0.0"
"-273.6180656074233,0.025400731412276143","-274.0,0.0"
"-269.56072128931055,0.5913631392104146","263.5,0.0"
"220.6493211585297,-23.73752393340692","263.5,0.0"
"256.80332188889133,-8.660887693346012","263.5,0.0"
"250.45114823885234,-10.362039455096237","263.5,0.0"
"257.68694223012903,-10.714982511242852","263.5,0.0"
"255.24448406429656,-10.385953575954773","263.5,0.0"
"242.34157497094293,-39.548958325758576","263.5,0.0"
"243.65946016734762,-15.800241268705577","263.5,0.0"
"212.88565041432105,-29.638367482228205","263.5,0.0"
"234.61344569347887,-20.51596463751048","263.5,0.0"
"248.45386900596185,-17.59700260683894","263.5,0.0"
"150.3511042432565,-59.49139979761094","263.5,0.0"
"226.33398308584356,-25.172950229607522","263.5,0.0"
"249.07087532852483,-13.882634510053322","263.5,0.0"
"246.98627501545343,-23.82880790438503","263.5,0.0"
"238.5854949202967,-24.73126677982509","263.5,0.0"
"212.03760451747075,-29.615443773567677","263.5,0.0"
"194.56297594758507,-35.69949434697628","263.5,0.0"
"241.46965936980632,-35.79061679262668","263.5,0.0"
"235.73002232747604,-22.89577007293701","263.5,0.0"
"223.68351238210016,-27.838280200958252","263.5,0.0"
"238.38836855984664,-25.69865905866027","263.5,0.0"
"246.49198466802682,-33.21038253325969","263.5,0.0"
"216.6621201464077,-51.48085791990161","263.5,0.0"
"221.50320073552848,-25.86739954072982","263.5,0.0"
"221.0832423715101,-33.32259447686374","263.5,0.0"
"238.86168215604903,-35.55752035882324","263.5,0.0"
"248.2637660143978,-31.922762747853994","263.5,0.0"
"234.24374726369206,-27.66058474779129","263.5,0.0"
"147.24879567678727,-52.88738193921745","263.5,0.0"
"214.0654524043057,-23.689589753746986","-274.0,-317.0"
"-62.46309242467396,-136.61230445862748","-274.0,-317.0"
"-59.31352334935218,-113.82151841465384","-274.0,-317.0"
"-140.20068597871068,-212.4971557254321","-274.0,-317.0"
"-166.62071215981996,-216.08227615943179","-274.0,-317.0"
"22.66488489296171,-23.218636023055296","-274.0,-317.0"
"12.47227911913069,-38.569155530421995","-274.0,-317.0"
"-231.57489184787119,-276.2994408723316","-274.0,-317.0"
"-31.957349912729114,-91.97920181672089","-274.0,-317.0"
"179.44423418212682,65.8019164390862","-274.0,-317.0"
"-156.12991841477196,-214.7179513417068","-274.0,-317.0"
"-101.58761896248325,-151.98393310941174","-274.0,-317.0"
"-188.713843378624,-234.43606608037953","-274.0,-317.0"
"-231.795901246599,-275.2587733349028","-274.0,-317.0"
"19.400912982673617,-107.75386529322714","-274.0,-317.0"
"-161.16265028958878,-214.58667290161247","-274.0,-317.0"
"-69.35680767986923,-124.63801216287538","-274.0,-317.0"
"-54.6465542758815,-112.86734383972362","-274.0,-317.0"
"-24.511186352960067,-77.04703920829343","-274.0,-317.0"
"-80.50250993354712,-138.17763904621825","-274.0,-317.0"
"-174.0955234078865,-219.79483763640746","-274.0,-317.0"
"-177.91189883778316,-236.73753601312637","-274.0,-317.0"
"-33.685512123280205,-106.94755336083472","-274.0,-317.0"
"-204.0623483603631,-244.34690364578273","-274.0,-317.0"
"-16.727592456620187,-78.92693461151794","-274.0,-317.0"
"-150.81444778985679,-227.82025110081304","-274.0,-317.0"
"-127.25004527774036,-211.98753611452412","-274.0,-317.0"
"-273.9545818211095,-316.9515353326096","-274.0,-317.0"
"147.06811281699865,-68.66773612967854","-274.0,-317.0"
"262.55322249640415,-306.8638399815536","263.5,-317.0"
"263.00600008359146,-313.9877090341761","263.5,-317.0"
"262.7016246968183,-310.71257776697166","263.5,-317.0"
"263.0369463615506,-313.88231944013387","263.5,-317.0"
"262.9563639754881,-313.54673677301616","263.5,-317.0"
"262.2909351656611,-309.8660253623966","263.5,-317.0"
"260.9284689757882,-160.37546786415624","263.5,-317.0"
"262.02290044559874,-308.31882697273977","263.5,-317.0"
"262.9388387339983,-312.02443444004166","263.5,-317.0"
"262.71590770093565,-310.5020532469498","263.5,-317.0"
"252.54983677756445,-256.9032286386937","263.5,-317.0"
"262.8897891292951,-311.84636022901395","263.5,-317.0"
"262.06864064342824,-297.20575871458277","263.5,-317.0"
"262.05576107280336,-308.19131908391137","263.5,-317.0"
"258.1066177802859,-292.7643741099164","263.5,-317.0"
"262.9036428343635,-307.64714005659334","263.5,-317.0"
"263.2502944840791,-315.3137511512614","263.5,-317.0"
"261.85988813736424,-309.8509870443959","263.5,-317.0"
"261.4928391927129,-306.568435520865","263.5,-317.0"
"263.06543192197995,-314.59174769109813","263.5,-317.0"
"260.2365422723405,-301.50851511745714","263.5,-317.0"
"263.38281655092806,-316.1751604087258","263.5,-317.0"
"263.10867350819825,-313.1997706639231","263.5,-317.0"
"263.20458199351646,-314.2172045259649","263.5,-317.0"
"263.41963583655735,-315.01131004938","263.5,-317.0"
